rootId,root,childId,child,incremental visits
41,Conference_contribution,49,Conference_document,20
13,Reviewer,40,Person,22
4,Extended_abstract,52,Regular_contribution,4
52,Regular_contribution,21,Written_contribution,9
21,Written_contribution,41,Conference_contribution,13
41,Conference_contribution,49,Conference_document,21
25,Camera_ready_contribution,5,Accepted_contribution,2
5,Accepted_contribution,24,Reviewed_contribution,5
24,Reviewed_contribution,11,Submitted_contribution,5
11,Submitted_contribution,21,Written_contribution,10
21,Written_contribution,41,Conference_contribution,14
41,Conference_contribution,49,Conference_document,22
9,Track-workshop_chair,40,Person,23
44,Co-chair,27,Committee_member,7
27,Committee_member,40,Person,24
8,Paper,52,Regular_contribution,5
52,Regular_contribution,21,Written_contribution,11
21,Written_contribution,41,Conference_contribution,15
41,Conference_contribution,49,Conference_document,23
57,Call_for_paper,49,Conference_document,24
58,Conference_announcement,49,Conference_document,25
2,Active_conference_participant,34,Conference_contributor,4
34,Conference_contributor,40,Person,26
51,Invited_talk,30,Presentation,3
30,Presentation,41,Conference_contribution,16
41,Conference_contribution,49,Conference_document,26
44,Co-chair,27,Committee_member,8
27,Committee_member,40,Person,27
1,Conference_www,49,Conference_document,27
17,Information_for_participants,49,Conference_document,28
19,Registeered_applicant,18,Conference_applicant,5
18,Conference_applicant,40,Person,28
46,Organizing_committee,14,Committee,4
17,Information_for_participants,49,Conference_document,29
26,Conference_participant,40,Person,30
26,Conference_participant,40,Person,31
1,Conference_www,49,Conference_document,30
37,Paid_applicant,19,Registeered_applicant,5
19,Registeered_applicant,18,Conference_applicant,6
18,Conference_applicant,40,Person,32
9,Track-workshop_chair,40,Person,33
12,Invited_speaker,34,Conference_contributor,5
34,Conference_contributor,40,Person,34
2,Active_conference_participant,34,Conference_contributor,6
34,Conference_contributor,40,Person,35
44,Co-chair,27,Committee_member,9
27,Committee_member,40,Person,36
58,Conference_announcement,49,Conference_document,31
42,Poster,41,Conference_contribution,17
41,Conference_contribution,49,Conference_document,32
17,Information_for_participants,49,Conference_document,33
39,Call_for_participation,49,Conference_document,34
34,Conference_contributor,40,Person,37
22,Early_paid_applicant,37,Paid_applicant,5
37,Paid_applicant,19,Registeered_applicant,6
19,Registeered_applicant,18,Conference_applicant,7
18,Conference_applicant,40,Person,38
26,Conference_participant,40,Person,39
26,Conference_participant,40,Person,40
1,Conference_www,49,Conference_document,36
39,Call_for_participation,49,Conference_document,37
13,Reviewer,40,Person,41
