rootId,root,childId,child,incremental visits
5,Accepted_contribution,24,Reviewed_contribution,8
24,Reviewed_contribution,11,Submitted_contribution,10
11,Submitted_contribution,21,Written_contribution,18
21,Written_contribution,41,Conference_contribution,22
41,Conference_contribution,49,Conference_document,32
26,Conference_participant,40,Person,30
27,Committee_member,40,Person,31
30,Presentation,41,Conference_contribution,23
41,Conference_contribution,49,Conference_document,33
31,Conference_volume,47,Conference,3
32,Tutorial,6,Conference_part,7
33,Regular_author,34,Conference_contributor,10
34,Conference_contributor,40,Person,32
34,Conference_contributor,40,Person,33
35,Abstract,4,Extended_abstract,4
4,Extended_abstract,52,Regular_contribution,7
52,Regular_contribution,21,Written_contribution,19
21,Written_contribution,41,Conference_contribution,24
41,Conference_contribution,49,Conference_document,34
37,Paid_applicant,19,Registeered_applicant,7
19,Registeered_applicant,18,Conference_applicant,9
18,Conference_applicant,40,Person,34
38,Workshop,6,Conference_part,8
39,Call_for_participation,49,Conference_document,35
41,Conference_contribution,49,Conference_document,36
42,Poster,41,Conference_contribution,26
41,Conference_contribution,49,Conference_document,37
43,Steering_committee,14,Committee,6
44,Co-chair,27,Committee_member,6
27,Committee_member,40,Person,36
45,Program_committee,14,Committee,7
46,Organizing_committee,14,Committee,8
51,Invited_talk,30,Presentation,4
30,Presentation,41,Conference_contribution,27
41,Conference_contribution,49,Conference_document,39
52,Regular_contribution,21,Written_contribution,20
21,Written_contribution,41,Conference_contribution,28
41,Conference_contribution,49,Conference_document,40
55,Late_paid_applicant,37,Paid_applicant,6
37,Paid_applicant,19,Registeered_applicant,8
19,Registeered_applicant,18,Conference_applicant,10
18,Conference_applicant,40,Person,37
56,Passive_conference_participant,26,Conference_participant,5
26,Conference_participant,40,Person,38
57,Call_for_paper,49,Conference_document,41
58,Conference_announcement,49,Conference_document,42
0,Contribution_co-author,33,Regular_author,7
33,Regular_author,34,Conference_contributor,12
34,Conference_contributor,40,Person,39
1,Conference_www,49,Conference_document,43
2,Active_conference_participant,34,Conference_contributor,13
34,Conference_contributor,40,Person,40
3,Contribution_1th-author,33,Regular_author,8
33,Regular_author,34,Conference_contributor,14
34,Conference_contributor,40,Person,41
4,Extended_abstract,52,Regular_contribution,9
52,Regular_contribution,21,Written_contribution,21
21,Written_contribution,41,Conference_contribution,29
41,Conference_contribution,49,Conference_document,44
5,Accepted_contribution,24,Reviewed_contribution,9
24,Reviewed_contribution,11,Submitted_contribution,11
11,Submitted_contribution,21,Written_contribution,22
21,Written_contribution,41,Conference_contribution,30
41,Conference_contribution,49,Conference_document,45
7,Track,6,Conference_part,10
8,Paper,52,Regular_contribution,10
52,Regular_contribution,21,Written_contribution,23
21,Written_contribution,41,Conference_contribution,31
41,Conference_contribution,49,Conference_document,46
9,Track-workshop_chair,40,Person,42
11,Submitted_contribution,21,Written_contribution,24
21,Written_contribution,41,Conference_contribution,32
41,Conference_contribution,49,Conference_document,47
12,Invited_speaker,34,Conference_contributor,15
34,Conference_contributor,40,Person,43
13,Reviewer,40,Person,44
15,Chair,27,Committee_member,7
27,Committee_member,40,Person,45
16,Review,49,Conference_document,48
17,Information_for_participants,49,Conference_document,49
18,Conference_applicant,40,Person,46
19,Registeered_applicant,18,Conference_applicant,12
18,Conference_applicant,40,Person,47
20,Rejected_contribution,24,Reviewed_contribution,10
24,Reviewed_contribution,11,Submitted_contribution,13
11,Submitted_contribution,21,Written_contribution,25
21,Written_contribution,41,Conference_contribution,33
41,Conference_contribution,49,Conference_document,50
21,Written_contribution,41,Conference_contribution,34
41,Conference_contribution,49,Conference_document,51
22,Early_paid_applicant,37,Paid_applicant,7
37,Paid_applicant,19,Registeered_applicant,10
19,Registeered_applicant,18,Conference_applicant,13
18,Conference_applicant,40,Person,48
24,Reviewed_contribution,11,Submitted_contribution,14
11,Submitted_contribution,21,Written_contribution,27
21,Written_contribution,41,Conference_contribution,35
41,Conference_contribution,49,Conference_document,52
25,Camera_ready_contribution,5,Accepted_contribution,6
5,Accepted_contribution,24,Reviewed_contribution,12
24,Reviewed_contribution,11,Submitted_contribution,15
11,Submitted_contribution,21,Written_contribution,28
21,Written_contribution,41,Conference_contribution,36
41,Conference_contribution,49,Conference_document,53
26,Conference_participant,40,Person,49
27,Committee_member,40,Person,50
30,Presentation,41,Conference_contribution,37
41,Conference_contribution,49,Conference_document,54
31,Conference_volume,47,Conference,5
32,Tutorial,6,Conference_part,11
33,Regular_author,34,Conference_contributor,16
34,Conference_contributor,40,Person,51
34,Conference_contributor,40,Person,52
35,Abstract,4,Extended_abstract,6
4,Extended_abstract,52,Regular_contribution,11
52,Regular_contribution,21,Written_contribution,29
21,Written_contribution,41,Conference_contribution,38
41,Conference_contribution,49,Conference_document,55
37,Paid_applicant,19,Registeered_applicant,11
19,Registeered_applicant,18,Conference_applicant,14
18,Conference_applicant,40,Person,53
38,Workshop,6,Conference_part,12
39,Call_for_participation,49,Conference_document,56
41,Conference_contribution,49,Conference_document,57
42,Poster,41,Conference_contribution,40
41,Conference_contribution,49,Conference_document,58
43,Steering_committee,14,Committee,10
44,Co-chair,27,Committee_member,9
27,Committee_member,40,Person,55
45,Program_committee,14,Committee,11
46,Organizing_committee,14,Committee,12
51,Invited_talk,30,Presentation,6
30,Presentation,41,Conference_contribution,41
41,Conference_contribution,49,Conference_document,60
52,Regular_contribution,21,Written_contribution,30
21,Written_contribution,41,Conference_contribution,42
41,Conference_contribution,49,Conference_document,61
55,Late_paid_applicant,37,Paid_applicant,9
37,Paid_applicant,19,Registeered_applicant,12
19,Registeered_applicant,18,Conference_applicant,15
18,Conference_applicant,40,Person,56
56,Passive_conference_participant,26,Conference_participant,7
26,Conference_participant,40,Person,57
57,Call_for_paper,49,Conference_document,62
58,Conference_announcement,49,Conference_document,63
0,Contribution_co-author,33,Regular_author,10
33,Regular_author,34,Conference_contributor,18
34,Conference_contributor,40,Person,58
1,Conference_www,49,Conference_document,64
2,Active_conference_participant,34,Conference_contributor,19
34,Conference_contributor,40,Person,59
3,Contribution_1th-author,33,Regular_author,11
33,Regular_author,34,Conference_contributor,20
34,Conference_contributor,40,Person,60
4,Extended_abstract,52,Regular_contribution,13
52,Regular_contribution,21,Written_contribution,31
21,Written_contribution,41,Conference_contribution,43
41,Conference_contribution,49,Conference_document,65
5,Accepted_contribution,24,Reviewed_contribution,13
24,Reviewed_contribution,11,Submitted_contribution,16
11,Submitted_contribution,21,Written_contribution,32
21,Written_contribution,41,Conference_contribution,44
41,Conference_contribution,49,Conference_document,66
7,Track,6,Conference_part,14
8,Paper,52,Regular_contribution,14
52,Regular_contribution,21,Written_contribution,33
21,Written_contribution,41,Conference_contribution,45
41,Conference_contribution,49,Conference_document,67
9,Track-workshop_chair,40,Person,61
11,Submitted_contribution,21,Written_contribution,34
21,Written_contribution,41,Conference_contribution,46
41,Conference_contribution,49,Conference_document,68
12,Invited_speaker,34,Conference_contributor,21
34,Conference_contributor,40,Person,62
13,Reviewer,40,Person,63
15,Chair,27,Committee_member,10
27,Committee_member,40,Person,64
16,Review,49,Conference_document,69
17,Information_for_participants,49,Conference_document,70
18,Conference_applicant,40,Person,65
19,Registeered_applicant,18,Conference_applicant,17
18,Conference_applicant,40,Person,66
20,Rejected_contribution,24,Reviewed_contribution,14
24,Reviewed_contribution,11,Submitted_contribution,18
11,Submitted_contribution,21,Written_contribution,35
21,Written_contribution,41,Conference_contribution,47
41,Conference_contribution,49,Conference_document,71
21,Written_contribution,41,Conference_contribution,48
41,Conference_contribution,49,Conference_document,72
22,Early_paid_applicant,37,Paid_applicant,10
37,Paid_applicant,19,Registeered_applicant,14
19,Registeered_applicant,18,Conference_applicant,18
18,Conference_applicant,40,Person,67
24,Reviewed_contribution,11,Submitted_contribution,19
11,Submitted_contribution,21,Written_contribution,37
21,Written_contribution,41,Conference_contribution,49
41,Conference_contribution,49,Conference_document,73
25,Camera_ready_contribution,5,Accepted_contribution,8
5,Accepted_contribution,24,Reviewed_contribution,16
24,Reviewed_contribution,11,Submitted_contribution,20
11,Submitted_contribution,21,Written_contribution,38
21,Written_contribution,41,Conference_contribution,50
41,Conference_contribution,49,Conference_document,74
26,Conference_participant,40,Person,68
27,Committee_member,40,Person,69
30,Presentation,41,Conference_contribution,51
41,Conference_contribution,49,Conference_document,75
31,Conference_volume,47,Conference,7
32,Tutorial,6,Conference_part,15
33,Regular_author,34,Conference_contributor,22
34,Conference_contributor,40,Person,70
34,Conference_contributor,40,Person,71
35,Abstract,4,Extended_abstract,8
4,Extended_abstract,52,Regular_contribution,15
52,Regular_contribution,21,Written_contribution,39
21,Written_contribution,41,Conference_contribution,52
41,Conference_contribution,49,Conference_document,76
37,Paid_applicant,19,Registeered_applicant,15
19,Registeered_applicant,18,Conference_applicant,19
18,Conference_applicant,40,Person,72
38,Workshop,6,Conference_part,16
39,Call_for_participation,49,Conference_document,77
41,Conference_contribution,49,Conference_document,78
42,Poster,41,Conference_contribution,54
41,Conference_contribution,49,Conference_document,79
43,Steering_committee,14,Committee,14
44,Co-chair,27,Committee_member,12
27,Committee_member,40,Person,74
45,Program_committee,14,Committee,15
46,Organizing_committee,14,Committee,16
51,Invited_talk,30,Presentation,8
30,Presentation,41,Conference_contribution,55
41,Conference_contribution,49,Conference_document,81
52,Regular_contribution,21,Written_contribution,40
21,Written_contribution,41,Conference_contribution,56
41,Conference_contribution,49,Conference_document,82
55,Late_paid_applicant,37,Paid_applicant,12
37,Paid_applicant,19,Registeered_applicant,16
19,Registeered_applicant,18,Conference_applicant,20
18,Conference_applicant,40,Person,75
56,Passive_conference_participant,26,Conference_participant,9
26,Conference_participant,40,Person,76
57,Call_for_paper,49,Conference_document,83
58,Conference_announcement,49,Conference_document,84
