rootId,root,childId,child,incremental visits
8,has_a_review_expertise,8,has_a_review_expertise,4
9,invites_co-reviewers,9,invites_co-reviewers,4
10,has_tutorials,0,has_parts,7
0,has_parts,0,has_parts,8
11,has_a_track-workshop-tutorial_topic,11,has_a_track-workshop-tutorial_topic,4
12,has_an_organizing_committee,12,has_an_organizing_committee,4
13,is_part_of_conference_volumes,13,is_part_of_conference_volumes,4
14,has_a_steering_committee,32,has_a_commtitee,7
32,has_a_commtitee,32,has_a_commtitee,8
15,has_a_committee_chair,15,has_a_committee_chair,4
16,invited_by,16,invited_by,4
17,has_workshops,17,has_workshops,4
18,has_contributions,18,has_contributions,4
19,has_tracks,19,has_tracks,3
20,was_a_steering_committee_of,38,was_a_committee_of,3
38,was_a_committee_of,38,was_a_committee_of,4
21,is_a_topis_of_conference_parts,21,is_a_topis_of_conference_parts,4
22,was_a_track-workshop_chair_of,22,was_a_track-workshop_chair_of,4
23,has_a_program_committee,32,has_a_commtitee,9
32,has_a_commtitee,32,has_a_commtitee,10
24,has_a_track-workshop-tutorial_chair,24,has_a_track-workshop-tutorial_chair,4
25,has_a_review_reference_or_expertise,25,has_a_review_reference_or_expertise,4
26,gives_presentations,26,gives_presentations,4
27,has_a_committee_co-chair,27,has_a_committee_co-chair,4
28,has_a_topic_or_a_submission_contribution,28,has_a_topic_or_a_submission_contribution,4
29,has_members,29,has_members,4
30,contributes,30,contributes,4
31,was_a_committe_co-chair_of,40,was_a_member_of,7
40,was_a_member_of,40,was_a_member_of,8
32,has_a_commtitee,32,has_a_commtitee,12
33,has_been_assigned_a_review_reference,33,has_been_assigned_a_review_reference,4
34,was_an_organizing_committee_of,38,was_a_committee_of,5
38,was_a_committee_of,38,was_a_committee_of,6
35,has_a_submitted_contribution,35,has_a_submitted_contribution,4
36,has_a_publisher,36,has_a_publisher,4
37,is_the_1th_part_of,37,is_the_1th_part_of,4
38,was_a_committee_of,38,was_a_committee_of,8
39,reviews,39,reviews,4
40,was_a_member_of,40,was_a_member_of,10
41,issues,41,issues,4
42,has_authors,42,has_authors,4
43,belongs_to_a_review_reference,43,belongs_to_a_review_reference,4
44,has_important_dates,44,has_important_dates,4
45,has_an_abstract,45,has_an_abstract,4
0,has_parts,0,has_parts,10
1,is_given_by,1,is_given_by,6
2,was_a_committee_chair_of,2,was_a_committee_chair_of,5
3,was_a_program_committee_of,3,was_a_program_committee_of,6
4,is_submitted_at,4,is_submitted_at,6
5,belong_to_a_conference_volume,5,belong_to_a_conference_volume,6
6,has_a_review,6,has_a_review,6
7,belongs_to_reviewers,7,belongs_to_reviewers,6
8,has_a_review_expertise,8,has_a_review_expertise,6
9,invites_co-reviewers,9,invites_co-reviewers,6
10,has_tutorials,0,has_parts,11
0,has_parts,0,has_parts,12
11,has_a_track-workshop-tutorial_topic,11,has_a_track-workshop-tutorial_topic,6
12,has_an_organizing_committee,12,has_an_organizing_committee,6
13,is_part_of_conference_volumes,13,is_part_of_conference_volumes,6
14,has_a_steering_committee,32,has_a_commtitee,13
32,has_a_commtitee,32,has_a_commtitee,14
15,has_a_committee_chair,29,has_members,5
29,has_members,29,has_members,6
16,invited_by,16,invited_by,6
17,has_workshops,17,has_workshops,6
18,has_contributions,18,has_contributions,6
19,has_tracks,19,has_tracks,5
20,was_a_steering_committee_of,20,was_a_steering_committee_of,5
21,is_a_topis_of_conference_parts,21,is_a_topis_of_conference_parts,6
22,was_a_track-workshop_chair_of,22,was_a_track-workshop_chair_of,6
23,has_a_program_committee,32,has_a_commtitee,15
32,has_a_commtitee,32,has_a_commtitee,16
24,has_a_track-workshop-tutorial_chair,24,has_a_track-workshop-tutorial_chair,6
25,has_a_review_reference_or_expertise,25,has_a_review_reference_or_expertise,6
26,gives_presentations,26,gives_presentations,6
27,has_a_committee_co-chair,27,has_a_committee_co-chair,6
28,has_a_topic_or_a_submission_contribution,28,has_a_topic_or_a_submission_contribution,6
29,has_members,29,has_members,8
30,contributes,30,contributes,6
31,was_a_committe_co-chair_of,40,was_a_member_of,11
40,was_a_member_of,40,was_a_member_of,12
32,has_a_commtitee,32,has_a_commtitee,18
33,has_been_assigned_a_review_reference,33,has_been_assigned_a_review_reference,6
34,was_an_organizing_committee_of,34,was_an_organizing_committee_of,5
35,has_a_submitted_contribution,35,has_a_submitted_contribution,6
36,has_a_publisher,36,has_a_publisher,6
37,is_the_1th_part_of,37,is_the_1th_part_of,6
38,was_a_committee_of,38,was_a_committee_of,10
39,reviews,39,reviews,6
40,was_a_member_of,40,was_a_member_of,14
41,issues,41,issues,6
42,has_authors,42,has_authors,6
43,belongs_to_a_review_reference,43,belongs_to_a_review_reference,6
44,has_important_dates,44,has_important_dates,6
45,has_an_abstract,45,has_an_abstract,6
0,has_parts,0,has_parts,14
1,is_given_by,1,is_given_by,8
2,was_a_committee_chair_of,2,was_a_committee_chair_of,7
3,was_a_program_committee_of,3,was_a_program_committee_of,8
4,is_submitted_at,4,is_submitted_at,8
5,belong_to_a_conference_volume,5,belong_to_a_conference_volume,8
6,has_a_review,6,has_a_review,8
7,belongs_to_reviewers,7,belongs_to_reviewers,8
8,has_a_review_expertise,8,has_a_review_expertise,8
9,invites_co-reviewers,9,invites_co-reviewers,8
10,has_tutorials,10,has_tutorials,6
11,has_a_track-workshop-tutorial_topic,11,has_a_track-workshop-tutorial_topic,8
12,has_an_organizing_committee,32,has_a_commtitee,19
32,has_a_commtitee,32,has_a_commtitee,20
13,is_part_of_conference_volumes,13,is_part_of_conference_volumes,8
14,has_a_steering_committee,32,has_a_commtitee,21
32,has_a_commtitee,32,has_a_commtitee,22
15,has_a_committee_chair,29,has_members,9
29,has_members,29,has_members,10
16,invited_by,16,invited_by,8
17,has_workshops,17,has_workshops,8
18,has_contributions,18,has_contributions,8
19,has_tracks,19,has_tracks,7
20,was_a_steering_committee_of,38,was_a_committee_of,11
38,was_a_committee_of,38,was_a_committee_of,12
21,is_a_topis_of_conference_parts,21,is_a_topis_of_conference_parts,8
22,was_a_track-workshop_chair_of,22,was_a_track-workshop_chair_of,8
23,has_a_program_committee,32,has_a_commtitee,23
32,has_a_commtitee,32,has_a_commtitee,24
24,has_a_track-workshop-tutorial_chair,24,has_a_track-workshop-tutorial_chair,8
25,has_a_review_reference_or_expertise,25,has_a_review_reference_or_expertise,8
26,gives_presentations,26,gives_presentations,8
27,has_a_committee_co-chair,29,has_members,11
29,has_members,29,has_members,12
28,has_a_topic_or_a_submission_contribution,28,has_a_topic_or_a_submission_contribution,8
29,has_members,29,has_members,14
30,contributes,30,contributes,8
31,was_a_committe_co-chair_of,31,was_a_committe_co-chair_of,5
32,has_a_commtitee,32,has_a_commtitee,26
33,has_been_assigned_a_review_reference,33,has_been_assigned_a_review_reference,8
34,was_an_organizing_committee_of,34,was_an_organizing_committee_of,7
35,has_a_submitted_contribution,35,has_a_submitted_contribution,8
36,has_a_publisher,36,has_a_publisher,8
37,is_the_1th_part_of,37,is_the_1th_part_of,8
38,was_a_committee_of,38,was_a_committee_of,14
39,reviews,39,reviews,8
40,was_a_member_of,40,was_a_member_of,16
41,issues,41,issues,8
42,has_authors,42,has_authors,8
43,belongs_to_a_review_reference,43,belongs_to_a_review_reference,8
44,has_important_dates,44,has_important_dates,8
45,has_an_abstract,45,has_an_abstract,8
0,has_parts,0,has_parts,16
1,is_given_by,1,is_given_by,10
2,was_a_committee_chair_of,40,was_a_member_of,17
40,was_a_member_of,40,was_a_member_of,18
3,was_a_program_committee_of,38,was_a_committee_of,15
38,was_a_committee_of,38,was_a_committee_of,16
4,is_submitted_at,4,is_submitted_at,10
5,belong_to_a_conference_volume,5,belong_to_a_conference_volume,10
6,has_a_review,6,has_a_review,10
7,belongs_to_reviewers,7,belongs_to_reviewers,10
8,has_a_review_expertise,8,has_a_review_expertise,10
9,invites_co-reviewers,9,invites_co-reviewers,10
10,has_tutorials,0,has_parts,17
0,has_parts,0,has_parts,18
11,has_a_track-workshop-tutorial_topic,11,has_a_track-workshop-tutorial_topic,10
12,has_an_organizing_committee,12,has_an_organizing_committee,9
13,is_part_of_conference_volumes,13,is_part_of_conference_volumes,10
14,has_a_steering_committee,14,has_a_steering_committee,6
15,has_a_committee_chair,15,has_a_committee_chair,8
16,invited_by,16,invited_by,10
17,has_workshops,0,has_parts,19
0,has_parts,0,has_parts,20
18,has_contributions,18,has_contributions,10
19,has_tracks,19,has_tracks,9
20,was_a_steering_committee_of,38,was_a_committee_of,17
38,was_a_committee_of,38,was_a_committee_of,18
21,is_a_topis_of_conference_parts,21,is_a_topis_of_conference_parts,10
22,was_a_track-workshop_chair_of,22,was_a_track-workshop_chair_of,10
23,has_a_program_committee,23,has_a_program_committee,6
24,has_a_track-workshop-tutorial_chair,24,has_a_track-workshop-tutorial_chair,10
25,has_a_review_reference_or_expertise,25,has_a_review_reference_or_expertise,10
26,gives_presentations,26,gives_presentations,10
27,has_a_committee_co-chair,27,has_a_committee_co-chair,9
28,has_a_topic_or_a_submission_contribution,28,has_a_topic_or_a_submission_contribution,10
29,has_members,29,has_members,16
30,contributes,30,contributes,10
31,was_a_committe_co-chair_of,40,was_a_member_of,19
40,was_a_member_of,40,was_a_member_of,20
32,has_a_commtitee,32,has_a_commtitee,28
33,has_been_assigned_a_review_reference,33,has_been_assigned_a_review_reference,10
34,was_an_organizing_committee_of,34,was_an_organizing_committee_of,9
35,has_a_submitted_contribution,35,has_a_submitted_contribution,10
36,has_a_publisher,36,has_a_publisher,10
37,is_the_1th_part_of,37,is_the_1th_part_of,10
38,was_a_committee_of,38,was_a_committee_of,20
39,reviews,39,reviews,10
40,was_a_member_of,40,was_a_member_of,22
41,issues,41,issues,10
42,has_authors,42,has_authors,10
43,belongs_to_a_review_reference,43,belongs_to_a_review_reference,10
44,has_important_dates,44,has_important_dates,10
45,has_an_abstract,45,has_an_abstract,10
0,has_parts,0,has_parts,22
1,is_given_by,1,is_given_by,12
2,was_a_committee_chair_of,2,was_a_committee_chair_of,10
3,was_a_program_committee_of,38,was_a_committee_of,21
38,was_a_committee_of,38,was_a_committee_of,22
4,is_submitted_at,4,is_submitted_at,12
5,belong_to_a_conference_volume,5,belong_to_a_conference_volume,12
6,has_a_review,6,has_a_review,12
7,belongs_to_reviewers,7,belongs_to_reviewers,12
8,has_a_review_expertise,8,has_a_review_expertise,12
9,invites_co-reviewers,9,invites_co-reviewers,12
10,has_tutorials,0,has_parts,23
0,has_parts,0,has_parts,24
11,has_a_track-workshop-tutorial_topic,11,has_a_track-workshop-tutorial_topic,12
12,has_an_organizing_committee,32,has_a_commtitee,29
32,has_a_commtitee,32,has_a_commtitee,30
13,is_part_of_conference_volumes,13,is_part_of_conference_volumes,12
14,has_a_steering_committee,14,has_a_steering_committee,8
15,has_a_committee_chair,15,has_a_committee_chair,10
16,invited_by,16,invited_by,12
17,has_workshops,17,has_workshops,11
18,has_contributions,18,has_contributions,12
19,has_tracks,0,has_parts,25
0,has_parts,0,has_parts,26
20,was_a_steering_committee_of,20,was_a_steering_committee_of,9
21,is_a_topis_of_conference_parts,21,is_a_topis_of_conference_parts,12
22,was_a_track-workshop_chair_of,22,was_a_track-workshop_chair_of,12
23,has_a_program_committee,32,has_a_commtitee,31
32,has_a_commtitee,32,has_a_commtitee,32
24,has_a_track-workshop-tutorial_chair,24,has_a_track-workshop-tutorial_chair,12
25,has_a_review_reference_or_expertise,25,has_a_review_reference_or_expertise,12
26,gives_presentations,26,gives_presentations,12
27,has_a_committee_co-chair,29,has_members,17
29,has_members,29,has_members,18
28,has_a_topic_or_a_submission_contribution,28,has_a_topic_or_a_submission_contribution,12
29,has_members,29,has_members,20
30,contributes,30,contributes,12
31,was_a_committe_co-chair_of,40,was_a_member_of,23
40,was_a_member_of,40,was_a_member_of,24
32,has_a_commtitee,32,has_a_commtitee,34
33,has_been_assigned_a_review_reference,33,has_been_assigned_a_review_reference,12
34,was_an_organizing_committee_of,38,was_a_committee_of,23
38,was_a_committee_of,38,was_a_committee_of,24
35,has_a_submitted_contribution,35,has_a_submitted_contribution,12
36,has_a_publisher,36,has_a_publisher,12
37,is_the_1th_part_of,37,is_the_1th_part_of,12
38,was_a_committee_of,38,was_a_committee_of,26
39,reviews,39,reviews,12
40,was_a_member_of,40,was_a_member_of,26
41,issues,41,issues,12
42,has_authors,42,has_authors,12
43,belongs_to_a_review_reference,43,belongs_to_a_review_reference,12
44,has_important_dates,44,has_important_dates,12
45,has_an_abstract,45,has_an_abstract,12
0,has_parts,0,has_parts,28
1,is_given_by,1,is_given_by,14
2,was_a_committee_chair_of,2,was_a_committee_chair_of,12
3,was_a_program_committee_of,3,was_a_program_committee_of,12
4,is_submitted_at,4,is_submitted_at,14
5,belong_to_a_conference_volume,5,belong_to_a_conference_volume,14
6,has_a_review,6,has_a_review,14
7,belongs_to_reviewers,7,belongs_to_reviewers,14
8,has_a_review_expertise,8,has_a_review_expertise,14
9,invites_co-reviewers,9,invites_co-reviewers,14
10,has_tutorials,0,has_parts,29
0,has_parts,0,has_parts,30
11,has_a_track-workshop-tutorial_topic,11,has_a_track-workshop-tutorial_topic,14
12,has_an_organizing_committee,12,has_an_organizing_committee,12
13,is_part_of_conference_volumes,13,is_part_of_conference_volumes,14
14,has_a_steering_committee,32,has_a_commtitee,35
32,has_a_commtitee,32,has_a_commtitee,36
15,has_a_committee_chair,15,has_a_committee_chair,12
16,invited_by,16,invited_by,14
17,has_workshops,0,has_parts,31
0,has_parts,0,has_parts,32
18,has_contributions,18,has_contributions,14
19,has_tracks,0,has_parts,33
0,has_parts,0,has_parts,34
20,was_a_steering_committee_of,20,was_a_steering_committee_of,11
21,is_a_topis_of_conference_parts,21,is_a_topis_of_conference_parts,14
22,was_a_track-workshop_chair_of,22,was_a_track-workshop_chair_of,14
23,has_a_program_committee,32,has_a_commtitee,37
32,has_a_commtitee,32,has_a_commtitee,38
24,has_a_track-workshop-tutorial_chair,24,has_a_track-workshop-tutorial_chair,14
25,has_a_review_reference_or_expertise,25,has_a_review_reference_or_expertise,14
26,gives_presentations,26,gives_presentations,14
27,has_a_committee_co-chair,27,has_a_committee_co-chair,12
28,has_a_topic_or_a_submission_contribution,28,has_a_topic_or_a_submission_contribution,14
29,has_members,29,has_members,22
30,contributes,30,contributes,14
31,was_a_committe_co-chair_of,40,was_a_member_of,27
40,was_a_member_of,40,was_a_member_of,28
32,has_a_commtitee,32,has_a_commtitee,40
33,has_been_assigned_a_review_reference,33,has_been_assigned_a_review_reference,14
34,was_an_organizing_committee_of,34,was_an_organizing_committee_of,12
35,has_a_submitted_contribution,35,has_a_submitted_contribution,14
36,has_a_publisher,36,has_a_publisher,14
37,is_the_1th_part_of,37,is_the_1th_part_of,14
38,was_a_committee_of,38,was_a_committee_of,28
39,reviews,39,reviews,14
40,was_a_member_of,40,was_a_member_of,30
41,issues,41,issues,14
42,has_authors,42,has_authors,14
43,belongs_to_a_review_reference,43,belongs_to_a_review_reference,14
44,has_important_dates,44,has_important_dates,14
45,has_an_abstract,45,has_an_abstract,14
0,has_parts,0,has_parts,36
1,is_given_by,1,is_given_by,16
2,was_a_committee_chair_of,40,was_a_member_of,31
40,was_a_member_of,40,was_a_member_of,32
3,was_a_program_committee_of,3,was_a_program_committee_of,14
4,is_submitted_at,4,is_submitted_at,16
5,belong_to_a_conference_volume,5,belong_to_a_conference_volume,16
6,has_a_review,6,has_a_review,16
7,belongs_to_reviewers,7,belongs_to_reviewers,16
8,has_a_review_expertise,8,has_a_review_expertise,16
9,invites_co-reviewers,9,invites_co-reviewers,16
10,has_tutorials,0,has_parts,37
0,has_parts,0,has_parts,38
11,has_a_track-workshop-tutorial_topic,11,has_a_track-workshop-tutorial_topic,16
12,has_an_organizing_committee,32,has_a_commtitee,41
32,has_a_commtitee,32,has_a_commtitee,42
13,is_part_of_conference_volumes,13,is_part_of_conference_volumes,16
14,has_a_steering_committee,32,has_a_commtitee,43
32,has_a_commtitee,32,has_a_commtitee,44
15,has_a_committee_chair,29,has_members,23
29,has_members,29,has_members,24
16,invited_by,16,invited_by,16
17,has_workshops,0,has_parts,39
0,has_parts,0,has_parts,40
18,has_contributions,18,has_contributions,16
19,has_tracks,0,has_parts,41
0,has_parts,0,has_parts,42
20,was_a_steering_committee_of,38,was_a_committee_of,29
38,was_a_committee_of,38,was_a_committee_of,30
21,is_a_topis_of_conference_parts,21,is_a_topis_of_conference_parts,16
22,was_a_track-workshop_chair_of,22,was_a_track-workshop_chair_of,16
23,has_a_program_committee,23,has_a_program_committee,10
24,has_a_track-workshop-tutorial_chair,24,has_a_track-workshop-tutorial_chair,16
25,has_a_review_reference_or_expertise,25,has_a_review_reference_or_expertise,16
26,gives_presentations,26,gives_presentations,16
27,has_a_committee_co-chair,29,has_members,25
29,has_members,29,has_members,26
28,has_a_topic_or_a_submission_contribution,28,has_a_topic_or_a_submission_contribution,16
29,has_members,29,has_members,28
30,contributes,30,contributes,16
31,was_a_committe_co-chair_of,40,was_a_member_of,33
40,was_a_member_of,40,was_a_member_of,34
32,has_a_commtitee,32,has_a_commtitee,46
33,has_been_assigned_a_review_reference,33,has_been_assigned_a_review_reference,16
34,was_an_organizing_committee_of,38,was_a_committee_of,31
38,was_a_committee_of,38,was_a_committee_of,32
35,has_a_submitted_contribution,35,has_a_submitted_contribution,16
36,has_a_publisher,36,has_a_publisher,16
37,is_the_1th_part_of,37,is_the_1th_part_of,16
38,was_a_committee_of,38,was_a_committee_of,34
39,reviews,39,reviews,16
40,was_a_member_of,40,was_a_member_of,36
41,issues,41,issues,16
42,has_authors,42,has_authors,16
43,belongs_to_a_review_reference,43,belongs_to_a_review_reference,16
44,has_important_dates,44,has_important_dates,16
45,has_an_abstract,45,has_an_abstract,16
0,has_parts,0,has_parts,44
1,is_given_by,1,is_given_by,18
2,was_a_committee_chair_of,2,was_a_committee_chair_of,15
3,was_a_program_committee_of,38,was_a_committee_of,35
38,was_a_committee_of,38,was_a_committee_of,36
4,is_submitted_at,4,is_submitted_at,18
5,belong_to_a_conference_volume,5,belong_to_a_conference_volume,18
6,has_a_review,6,has_a_review,18
7,belongs_to_reviewers,7,belongs_to_reviewers,18
8,has_a_review_expertise,8,has_a_review_expertise,18
9,invites_co-reviewers,9,invites_co-reviewers,18
10,has_tutorials,10,has_tutorials,12
11,has_a_track-workshop-tutorial_topic,11,has_a_track-workshop-tutorial_topic,18
12,has_an_organizing_committee,12,has_an_organizing_committee,15
13,is_part_of_conference_volumes,13,is_part_of_conference_volumes,18
14,has_a_steering_committee,32,has_a_commtitee,47
32,has_a_commtitee,32,has_a_commtitee,48
15,has_a_committee_chair,29,has_members,29
29,has_members,29,has_members,30
16,invited_by,16,invited_by,18
17,has_workshops,0,has_parts,45
0,has_parts,0,has_parts,46
18,has_contributions,18,has_contributions,18
19,has_tracks,19,has_tracks,14
20,was_a_steering_committee_of,20,was_a_steering_committee_of,14
21,is_a_topis_of_conference_parts,21,is_a_topis_of_conference_parts,18
22,was_a_track-workshop_chair_of,22,was_a_track-workshop_chair_of,18
23,has_a_program_committee,23,has_a_program_committee,12
24,has_a_track-workshop-tutorial_chair,24,has_a_track-workshop-tutorial_chair,18
25,has_a_review_reference_or_expertise,25,has_a_review_reference_or_expertise,18
26,gives_presentations,26,gives_presentations,18
27,has_a_committee_co-chair,27,has_a_committee_co-chair,15
28,has_a_topic_or_a_submission_contribution,28,has_a_topic_or_a_submission_contribution,18
29,has_members,29,has_members,32
30,contributes,30,contributes,18
31,was_a_committe_co-chair_of,31,was_a_committe_co-chair_of,11
32,has_a_commtitee,32,has_a_commtitee,50
33,has_been_assigned_a_review_reference,33,has_been_assigned_a_review_reference,18
34,was_an_organizing_committee_of,38,was_a_committee_of,37
38,was_a_committee_of,38,was_a_committee_of,38
35,has_a_submitted_contribution,35,has_a_submitted_contribution,18
36,has_a_publisher,36,has_a_publisher,18
37,is_the_1th_part_of,37,is_the_1th_part_of,18
38,was_a_committee_of,38,was_a_committee_of,40
39,reviews,39,reviews,18
40,was_a_member_of,40,was_a_member_of,38
41,issues,41,issues,18
42,has_authors,42,has_authors,18
43,belongs_to_a_review_reference,43,belongs_to_a_review_reference,18
44,has_important_dates,44,has_important_dates,18
45,has_an_abstract,45,has_an_abstract,18
0,has_parts,0,has_parts,48
1,is_given_by,1,is_given_by,20
2,was_a_committee_chair_of,40,was_a_member_of,39
40,was_a_member_of,40,was_a_member_of,40
3,was_a_program_committee_of,38,was_a_committee_of,41
38,was_a_committee_of,38,was_a_committee_of,42
4,is_submitted_at,4,is_submitted_at,20
5,belong_to_a_conference_volume,5,belong_to_a_conference_volume,20
6,has_a_review,6,has_a_review,20
7,belongs_to_reviewers,7,belongs_to_reviewers,20
8,has_a_review_expertise,8,has_a_review_expertise,20
9,invites_co-reviewers,9,invites_co-reviewers,20
10,has_tutorials,10,has_tutorials,14
11,has_a_track-workshop-tutorial_topic,11,has_a_track-workshop-tutorial_topic,20
12,has_an_organizing_committee,12,has_an_organizing_committee,17
13,is_part_of_conference_volumes,13,is_part_of_conference_volumes,20
14,has_a_steering_committee,14,has_a_steering_committee,13
15,has_a_committee_chair,29,has_members,33
29,has_members,29,has_members,34
16,invited_by,16,invited_by,20
17,has_workshops,17,has_workshops,16
18,has_contributions,18,has_contributions,20
19,has_tracks,19,has_tracks,16
20,was_a_steering_committee_of,38,was_a_committee_of,43
38,was_a_committee_of,38,was_a_committee_of,44
21,is_a_topis_of_conference_parts,21,is_a_topis_of_conference_parts,20
22,was_a_track-workshop_chair_of,22,was_a_track-workshop_chair_of,20
23,has_a_program_committee,32,has_a_commtitee,51
32,has_a_commtitee,32,has_a_commtitee,52
24,has_a_track-workshop-tutorial_chair,24,has_a_track-workshop-tutorial_chair,20
25,has_a_review_reference_or_expertise,25,has_a_review_reference_or_expertise,20
26,gives_presentations,26,gives_presentations,20
27,has_a_committee_co-chair,27,has_a_committee_co-chair,17
28,has_a_topic_or_a_submission_contribution,28,has_a_topic_or_a_submission_contribution,20
29,has_members,29,has_members,36
30,contributes,30,contributes,20
31,was_a_committe_co-chair_of,40,was_a_member_of,41
40,was_a_member_of,40,was_a_member_of,42
32,has_a_commtitee,32,has_a_commtitee,54
33,has_been_assigned_a_review_reference,33,has_been_assigned_a_review_reference,20
34,was_an_organizing_committee_of,34,was_an_organizing_committee_of,16
35,has_a_submitted_contribution,35,has_a_submitted_contribution,20
36,has_a_publisher,36,has_a_publisher,20
37,is_the_1th_part_of,37,is_the_1th_part_of,20
38,was_a_committee_of,38,was_a_committee_of,46
39,reviews,39,reviews,20
40,was_a_member_of,40,was_a_member_of,44
41,issues,41,issues,20
42,has_authors,42,has_authors,20
43,belongs_to_a_review_reference,43,belongs_to_a_review_reference,20
44,has_important_dates,44,has_important_dates,20
45,has_an_abstract,45,has_an_abstract,20
